Term	Overlap	P-value	Adjusted P-value	Z-score	Combined Score	Genes
single-organism cellular localization (GO:1902580)	5/496	0.6726968750172994671032711266889236867427825927734375	0.8399242924890335526555418255156837403774261474609375	0.6069960127291169	-0.10588652059828259	CDH1;MAP7;RAB17;PRKCZ;CRB3
developmental growth (GO:0048589)	2/163	0.558840291529850485829911121982149779796600341796875	0.78263822621398537737746892162249423563480377197265625	0.4327195144663988	-0.10605294331297645	COBL;PRKCZ
organic hydroxy compound biosynthetic process (GO:1901617)	2/166	0.56865063824510853063287640907219611108303070068359375	0.7879872129174863015776963948155753314495086669921875	0.4462087348308547	-0.10631967972831964	CDS1;SLC44A3
cellular component assembly involved in morphogenesis (GO:0010927)	2/186	0.63002063766487292895135396975092589855194091796875	0.82505098302833024259683725176728330552577972412109375	0.5536342258823119	-0.10646945165246764	LAMA5;RAB17
negative regulation of protein modification process (GO:0031400)	4/407	0.68665260691273799498191010570735670626163482666015625	0.84823199885771771722176026742090471088886260986328125	0.6479199284200513	-0.10664833101769583	CBLC;SFN;EPHA1;PRKCZ
GTP catabolic process (GO:0006184)	2/243	0.76778975872359922494325701336492784321308135986328125	0.88460714484206437457913807520526461303234100341796875	0.8795771197900667	-0.10784639022797393	RAB17;RHOD
protein targeting (GO:0006605)	2/273	0.820733304012128517257451676414348185062408447265625	0.89930129335055031258860935849952511489391326904296875	1.0176344573845886	-0.10800882907565054	MYO6;AP1M2
regulation of leukocyte activation (GO:0002694)	4/390	0.6543095094996675964438281880575232207775115966796875	0.82931222328407605548505898696021176874637603759765625	0.5776663239839769	-0.10811520218350533	ERBB2;F2RL1;CD46;PRKCZ
glycosaminoglycan metabolic process (GO:0030203)	2/162	0.55553536733485575638269438059069216251373291015625	0.78263822621398537737746892162249423563480377197265625	0.4436246567645785	-0.10872562711692955	SDC4;B3GNT3
heart development (GO:0007507)	2/167	0.57188585045182593891155420351424254477024078369140625	0.7879872129174863015776963948155753314495086669921875	0.45648747078842533	-0.10876882926241635	ERBB3;ERBB2
regulation of translation (GO:0006417)	2/264	0.80609772454701167365698211142444051802158355712890625	0.8933264451872304778845546024967916309833526611328125	0.9642783974914582	-0.10877369354331173	GRB7;ERBB2
defense response to other organism (GO:0098542)	3/328	0.72621162263809824199967124513932503759860992431640625	0.865867703914655617580820035072974860668182373046875	0.7561519325510957	-0.10890338239698338	ANXA3;F2RL1;S100A14
regulation of lymphocyte activation (GO:0051249)	3/344	0.7552228284232318511470793964690528810024261474609375	0.8791932680539904509942061849869787693023681640625	0.8466392849431138	-0.10900525904404353	ERBB2;CD46;PRKCZ
guanosine-containing compound metabolic process (GO:1901068)	2/269	0.814354234759496531381728345877490937709808349609375	0.896915923759637134793365476070903241634368896484375	1.002378976587439	-0.10905196815709368	RAB17;RHOD
regulation of behavior (GO:0050795)	2/166	0.56865063824510853063287640907219611108303070068359375	0.7879872129174863015776963948155753314495086669921875	0.4579806041259334	-0.10912460324406131	F2RL1;S100A14
secretion by cell (GO:0032940)	4/415	0.70112400681609499120128248250694014132022857666015625	0.85271005006995703734418157182517461478710174560546875	0.6852414163860426	-0.10918342563484403	ANXA3;MYO6;F2RL1;LLGL2
response to hypoxia (GO:0001666)	2/241	0.76381982444221707684306466035195626318454742431640625	0.88460714484206437457913807520526461303234100341796875	0.8926587173098974	-0.10945034631003492	MUC1;CLDN3
neuron projection guidance (GO:0097485)	3/367	0.7925656433801637756886293573188595473766326904296875	0.8900063568212475129115546224056743085384368896484375	0.94022071029204	-0.10956079199473648	EFNA1;ERBB2;MYH14
coagulation (GO:0050817)	4/472	0.79044867393325313198459980412735603749752044677734375	0.88970163375946265116311906240298412740230560302734375	0.9377402397379622	-0.10959287232066639	GRB7;F2RL1;F11R;PRKCZ
mitochondrion organization (GO:0007005)	2/179	0.60934012825213101915977631506393663585186004638671875	0.811726151154136932319715924677439033985137939453125	0.5254181149987843	-0.10959814573492303	MYH14;SFN
cellular process involved in reproduction in multicellular organism (GO:0022412)	2/228	0.73656877344728532985840274704969488084316253662109375	0.87289182843756207841323657703469507396221160888671875	0.8062836237021557	-0.1096091296145714	JUP;MAP7
axon guidance (GO:0007411)	3/367	0.7925656433801637756886293573188595473766326904296875	0.8900063568212475129115546224056743085384368896484375	0.942652997821397	-0.10984421837022283	EFNA1;ERBB2;MYH14
blood coagulation (GO:0007596)	4/472	0.79044867393325313198459980412735603749752044677734375	0.88970163375946265116311906240298412740230560302734375	0.940227439267831	-0.10988354912961841	GRB7;F2RL1;F11R;PRKCZ
sulfur compound metabolic process (GO:0006790)	3/314	0.6987019995031626962145310244522988796234130859375	0.8507926147796285309965469423332251608371734619140625	0.6807568280337571	-0.11000136917028319	SULT2B1;SDC4;B3GNT3
behavior (GO:0007610)	4/494	0.8187192100517564075090604092110879719257354736328125	0.89841754023378583848824519009212963283061981201171875	1.027456908289063	-0.11006154556851708	MYO6;MYH14;VWA1;PRKCZ
protein oligomerization (GO:0051259)	3/366	0.79104520259661892378488801114144735038280487060546875	0.88970163375946265116311906240298412740230560302734375	0.9420900741366022	-0.11010123361909953	JUP;CDH1;PRKCZ
steroid metabolic process (GO:0008202)	2/240	0.7618130221160483994680134856025688350200653076171875	0.88422603503017171977518273706664331257343292236328125	0.8949473281921276	-0.11011660432403442	SULT2B1;ATP8B1
regulation of apoptotic signaling pathway (GO:2001233)	3/356	0.77533146409218023364928740193136036396026611328125	0.88460714484206437457913807520526461303234100341796875	0.8981347047659523	-0.11012176609436279	MUC1;SFN;TPD52L1
cellular response to peptide (GO:1901653)	2/273	0.820733304012128517257451676414348185062408447265625	0.89930129335055031258860935849952511489391326904296875	1.0389372344932533	-0.11026984529308478	KLF5;PRKCZ
embryo development ending in birth or egg hatching (GO:0009792)	2/230	0.74092771572855664619083881916594691574573516845703125	0.875695346309842914678256420302204787731170654296875	0.8353421292573006	-0.11088083053132936	GJB3;GRHL2
GTP metabolic process (GO:0046039)	2/258	0.79576316712595052127454664514516480267047882080078125	0.89057176995544551356687179577420465648174285888671875	0.9578263183216239	-0.11100400959001923	RAB17;RHOD
guanosine-containing compound catabolic process (GO:1901069)	2/246	0.77363655078202830939204659443930722773075103759765625	0.88460714484206437457913807520526461303234100341796875	0.9072155258923192	-0.11123518043490219	RAB17;RHOD
regulation of leukocyte proliferation (GO:0070663)	2/176	0.600213763613240747218924298067577183246612548828125	0.808983768348281007121158836525864899158477783203125	0.5253364688371638	-0.11135894709648732	ERBB2;CD46
single-organism behavior (GO:0044708)	3/362	0.78487144566040090154501740471459925174713134765625	0.88754004395685159867213087636628188192844390869140625	0.9342775790895298	-0.11146084618517013	MYH14;VWA1;PRKCZ
hemostasis (GO:0007599)	4/478	0.7984865586300819995102528991992585361003875732421875	0.89066566659787260729075342169380746781826019287109375	0.9632140302504926	-0.11152684980044104	GRB7;F2RL1;F11R;PRKCZ
protein dephosphorylation (GO:0006470)	2/161	0.5522130934502829102683563178288750350475311279296875	0.78263822621398537737746892162249423563480377197265625	0.45550007807572906	-0.11163611148619171	SSH3;PTPN3
divalent inorganic cation transport (GO:0072511)	2/238	0.7577553943047659057441478580585680902004241943359375	0.8808906458792904459187411703169345855712890625	0.8806893322084473	-0.11169059379745142	ATP2C2;BSPRY
negative regulation of immune system process (GO:0002683)	3/311	0.6925446148336129592593124471022747457027435302734375	0.848514677964818719857476025936193764209747314453125	0.6811617510251351	-0.11189300749703282	ERBB2;F2RL1;CD46
lipid catabolic process (GO:0016042)	2/232	0.74522530934180120087972909459494985640048980712890625	0.87644908309062763418495478617842309176921844482421875	0.8512718223336855	-0.11226289104636514	LIPH;SMPDL3B
brain development (GO:0007420)	2/187	0.63290498108839809976444712447118945419788360595703125	0.82505098302833024259683725176728330552577972412109375	0.5847231346740959	-0.11244816271618437	GPR56;GRHL2
divalent metal ion transport (GO:0070838)	2/234	0.74946209043056855048092756987898610532283782958984375	0.87741903269920218377819765009917318820953369140625	0.8611137084537407	-0.11260835488255426	ATP2C2;BSPRY
response to fibroblast growth factor (GO:0071774)	2/187	0.63290498108839809976444712447118945419788360595703125	0.82505098302833024259683725176728330552577972412109375	0.5856912951597764	-0.11263434975304559	ERBB3;ERBB2
regulation of ion homeostasis (GO:2000021)	1/160	0.84112739025685090421546874495106749236583709716796875	0.912908502335663118998354548239149153232574462890625	1.2381714838890503	-0.11282171499413139	PTPN3
negative regulation of cytokine production (GO:0001818)	2/185	0.6271188257505635466060311955516226589679718017578125	0.824610558486302824832137048360891640186309814453125	0.5857688789655211	-0.11296204557154867	CDH3;F2RL1
cellular response to fibroblast growth factor stimulus (GO:0044344)	2/183	0.6212627185073966717965276984614320099353790283203125	0.81953805420124670177983716712333261966705322265625	0.5680116027061688	-0.11304251443374806	ERBB3;ERBB2
response to decreased oxygen levels (GO:0036293)	2/245	0.77170193946401599571771612318116240203380584716796875	0.88460714484206437457913807520526461303234100341796875	0.9224033892948608	-0.11309738922408784	MUC1;CLDN3
regulation of cell activation (GO:0050865)	4/420	0.7099241546831229765501802830840460956096649169921875	0.856613749134899737924797591404058039188385009765625	0.7308131323905521	-0.11310660607439436	ERBB2;F2RL1;CD46;PRKCZ
microtubule-based movement (GO:0007018)	2/187	0.63290498108839809976444712447118945419788360595703125	0.82505098302833024259683725176728330552577972412109375	0.5884712488132167	-0.11316896290964618	KLC3;PRKCZ
calcium ion homeostasis (GO:0055074)	2/274	0.82229727612983494200449285926879383623600006103515625	0.89968996094205466729221143395989201962947845458984375	1.0712106014812222	-0.11323238395468221	F2RL1;S100A14
muscle system process (GO:0003012)	2/237	0.7557044286566221291678857596707530319690704345703125	0.8791932680539904509942061849869787693023681640625	0.8816669260525287	-0.11351508650036113	PPP1R13L;MYH14
negative regulation of transport (GO:0051051)	3/361	0.783304853496511466204310636385343968868255615234375	0.88713393394240480649415303560090251266956329345703125	0.9510817064516552	-0.11390089036249922	ERBB3;F2RL1;PROM2
chordate embryonic development (GO:0043009)	2/226	0.73214795392761455872232545516453683376312255859375	0.870685755008213657646365390974096953868865966796875	0.8227157060881989	-0.11392486111293301	GJB3;GRHL2
regulation of metal ion transport (GO:0010959)	2/250	0.781233480777544730955241902847774326801300048828125	0.88713393394240480649415303560090251266956329345703125	0.9536983668684432	-0.11421425981249149	PRSS8;PTPN3
defense response to bacterium (GO:0042742)	2/179	0.60934012825213101915977631506393663585186004638671875	0.811726151154136932319715924677439033985137939453125	0.5475822775888051	-0.1142214182340816	ANXA3;S100A14
positive regulation of lymphocyte activation (GO:0051251)	2/243	0.76778975872359922494325701336492784321308135986328125	0.88460714484206437457913807520526461303234100341796875	0.9337066415358289	-0.11448329948095722	CD46;PRKCZ
response to drug (GO:0042493)	3/354	0.7720760250905371879781569077749736607074737548828125	0.88460714484206437457913807520526461303234100341796875	0.9340642640190695	-0.11452714815893449	CDH3;CDH1;MYO6
exocytosis (GO:0006887)	2/233	0.747351267652947459652068573632277548313140869140625	0.87741903269920218377819765009917318820953369140625	0.8762718722730204	-0.11459059703474854	ANXA3;LLGL2
regulation of cell cycle process (GO:0010564)	4/481	0.80241225543660854579997021573944948613643646240234375	0.891702342113273704882203674060292541980743408203125	1.0023243840022593	-0.11488932690721501	MUC1;CHMP4C;OVOL1;TJP3
reproductive structure development (GO:0048608)	2/265	0.80777454594622322137098535677068866789340972900390625	0.89365689544087734130783928776509128510951995849609375	1.0221415759326982	-0.11492281518519971	GJB3;OVOL2
intrinsic apoptotic signaling pathway (GO:0097193)	2/170	0.58148645790408692857198502679239027202129364013671875	0.7916302372930295039310522042796947062015533447265625	0.4918954527357169	-0.11493671859471376	PERP;SFN
hormone metabolic process (GO:0042445)	1/158	0.837434119088558137633526712306775152683258056640625	0.91022788108383834160264314050436951220035552978515625	1.2231653690254318	-0.11505129183272463	FOXA1
regionalization (GO:0003002)	2/247	0.77555693845968398658641262954915873706340789794921875	0.88460714484206437457913807520526461303234100341796875	0.9386100387773268	-0.11508451304194157	FOXA1;OVOL2
regulation of synaptic transmission (GO:0050804)	2/245	0.77170193946401599571771612318116240203380584716796875	0.88460714484206437457913807520526461303234100341796875	0.9410006526632307	-0.11537763012311933	MYO6;PRKCZ
response to oxygen levels (GO:0070482)	2/259	0.7975185366625776595128627377562224864959716796875	0.89057176995544551356687179577420465648174285888671875	0.9994395808804385	-0.11582663651913183	MUC1;CLDN3
regulation of inflammatory response (GO:0050727)	2/247	0.77555693845968398658641262954915873706340789794921875	0.88460714484206437457913807520526461303234100341796875	0.9461582507534961	-0.11601001166621196	CD46;MAPK13
response to metal ion (GO:0010038)	2/255	0.7904166701479959922238549552275799214839935302734375	0.88970163375946265116311906240298412740230560302734375	0.9950663143558001	-0.11629251995228905	S100A16;CDH1
regulation of cell division (GO:0051302)	2/234	0.74946209043056855048092756987898610532283782958984375	0.87741903269920218377819765009917318820953369140625	0.8951994543559167	-0.11706576826862278	CHMP4C;SFN
regulation of mononuclear cell proliferation (GO:0032944)	2/171	0.58465159268648736468065862936782650649547576904296875	0.7930369826048251358230345431366004049777984619140625	0.5105037088441261	-0.11837836801448148	ERBB2;CD46
leukocyte differentiation (GO:0002521)	2/251	0.78309769603630619005940616261796094477176666259765625	0.88713393394240480649415303560090251266956329345703125	0.9888728272250276	-0.11842672896783113	F2RL1;MPZL2
activation of protein kinase activity (GO:0032147)	2/252	0.78494804962850583951450289532658644020557403564453125	0.88754004395685159867213087636628188192844390869140625	0.9949794247262036	-0.1187026758416826	EFNA1;PRKCZ
leukocyte activation (GO:0045321)	3/373	0.80149753107822896414091928818379528820514678955078125	0.891702342113273704882203674060292541980743408203125	1.0359573866110163	-0.1187444391775157	ANXA3;F2RL1;MPZL2
regulation of lymphocyte proliferation (GO:0050670)	2/170	0.58148645790408692857198502679239027202129364013671875	0.7916302372930295039310522042796947062015533447265625	0.5088978054519335	-0.11890950309337794	ERBB2;CD46
monosaccharide metabolic process (GO:0005996)	2/221	0.7208217987428684470074813361861743032932281494140625	0.8627561083350687720638916289317421615123748779296875	0.8058913433279717	-0.11896828873501474	GSTO2;FUT1
negative regulation of neuron death (GO:1901215)	1/155	0.83173363144055112439190224904450587928295135498046875	0.9060173086263103581217137616476975381374359130859375	1.2097889981440983	-0.11940238587742624	ERBB3
cell cycle checkpoint (GO:0000075)	1/156	0.8336555302422430369091443935758434236049652099609375	0.90744654645241962231949628403526730835437774658203125	1.2328587631329888	-0.11973600320530399	CHMP4C
positive regulation of T cell activation (GO:0050870)	2/189	0.63862135128967956188006382944877259433269500732421875	0.82573253108602528982373769395053386688232421875	0.6259399025686153	-0.1198577079914643	CD46;PRKCZ
in utero embryonic development (GO:0001701)	2/222	0.72311861020735601623954380556824617087841033935546875	0.86356379774361613499422674067318439483642578125	0.8214266898502177	-0.12049302870700838	GJB3;GRHL2
regulation of stress-activated protein kinase signaling cascade (GO:0070302)	2/171	0.58465159268648736468065862936782650649547576904296875	0.7930369826048251358230345431366004049777984619140625	0.5206366767362174	-0.12072805555137489	F2RL1;TPD52L1
regulation of stress-activated MAPK cascade (GO:0032872)	2/170	0.58148645790408692857198502679239027202129364013671875	0.7916302372930295039310522042796947062015533447265625	0.5173939259716054	-0.12089471399111103	F2RL1;TPD52L1
protein maturation (GO:0051604)	2/222	0.72311861020735601623954380556824617087841033935546875	0.86356379774361613499422674067318439483642578125	0.8264124535890051	-0.12122437793235874	TSPAN15;PERP
MAPK cascade (GO:0000165)	2/170	0.58148645790408692857198502679239027202129364013671875	0.7916302372930295039310522042796947062015533447265625	0.5274167379647801	-0.12323665294415555	SH2D3A;MAPK13
aminoglycan metabolic process (GO:0006022)	2/171	0.58465159268648736468065862936782650649547576904296875	0.7930369826048251358230345431366004049777984619140625	0.5329207644407515	-0.12357655641398767	SDC4;B3GNT3
positive regulation of neuron differentiation (GO:0045666)	2/217	0.71147479723996187583878736404585652053356170654296875	0.856613749134899737924797591404058039188385009765625	0.7990418740420457	-0.12366624309088275	FOXA1;COBL
calcium ion transport (GO:0006816)	2/215	0.70670460431323267602721216462668962776660919189453125	0.8542456955467832013795259626931510865688323974609375	0.7887930153775528	-0.12426363318077654	ATP2C2;BSPRY
establishment of organelle localization (GO:0051656)	2/168	0.5751035707180041089969790846225805580615997314453125	0.7879872129174863015776963948155753314495086669921875	0.5232164295808772	-0.12466856625458234	RAB17;PRKCZ
developmental maturation (GO:0021700)	1/154	0.8297896653032859060061809941544197499752044677734375	0.90508695029027375067443017542245797812938690185546875	1.2548208312141838	-0.12513608162186762	FOXA1
negative regulation of neurogenesis (GO:0050768)	2/192	0.64706549200274665611942737086792476475238800048828125	0.82616079195074154650768605279154144227504730224609375	0.6570441801908627	-0.12547300760292368	EFNA1;GPR56
negative regulation of growth (GO:0045926)	2/221	0.7208217987428684470074813361861743032932281494140625	0.8627561083350687720638916289317421615123748779296875	0.8507132929570137	-0.12558505002582815	WWC1;TNK1
regulation of transporter activity (GO:0032409)	1/153	0.82782338008076872259977108114981092512607574462890625	0.9037426188996213749504704537685029208660125732421875	1.2421089803519523	-0.1257146855118392	PTPN3
regulation of Wnt signaling pathway (GO:0030111)	2/214	0.7042951302766298216084805972059257328510284423828125	0.85271005006995703734418157182517461478710174560546875	0.7966054708102043	-0.12692769599541595	JUP;CDH1
negative regulation of nervous system development (GO:0051961)	2/211	0.6969685204351796503630112056271173059940338134765625	0.85066611526306612489634062512777745723724365234375	0.7877989317314333	-0.12741511036204636	EFNA1;GPR56
muscle contraction (GO:0006936)	2/195	0.65535382599984226548173182891332544386386871337890625	0.82992893028745984285166059635230340063571929931640625	0.6839270301017115	-0.12749439958507108	PPP1R13L;MYH14
positive regulation of cytosolic calcium ion concentration (GO:0007204)	1/152	0.82583452111374178183922367679770104587078094482421875	0.9022333094106078643648061188287101686000823974609375	1.2402231358066071	-0.1275968034464117	F2RL1
T cell activation (GO:0042110)	2/198	0.66348724364018807353460260856081731617450714111328125	0.83749882727676150384610309629351831972599029541015625	0.7195603053869418	-0.12760352576940157	F2RL1;MPZL2
activation of innate immune response (GO:0002218)	1/151	0.8238228308339248240343977158772759139537811279296875	0.90069682019168262332442509432439692318439483642578125	1.2201230162813206	-0.12760848195026453	S100A14
negative regulation of mitotic cell cycle phase transition (GO:1901991)	2/192	0.64706549200274665611942737086792476475238800048828125	0.82616079195074154650768605279154144227504730224609375	0.6730353192313061	-0.1285267692385843	MUC1;CHMP4C
negative regulation of cell growth (GO:0030308)	1/150	0.82178804883877998310737211795640178024768829345703125	0.89968996094205466729221143395989201962947845458984375	1.2382694449020157	-0.13089134949805117	TNK1
insulin receptor signaling pathway (GO:0008286)	1/148	0.81764815295593484822944674306199885904788970947265625	0.8979043923235654478531841959920711815357208251953125	1.2215527715728804	-0.13155107469136856	PRKCZ
negative regulation of neuron differentiation (GO:0045665)	1/147	0.81554250325725063941462167349527589976787567138671875	0.896915923759637134793365476070903241634368896484375	1.2253560219721433	-0.13331034370267705	EFNA1
defense response to virus (GO:0051607)	1/147	0.81554250325725063941462167349527589976787567138671875	0.896915923759637134793365476070903241634368896484375	1.2313764533469003	-0.13396532540710898	F2RL1
response to toxic substance (GO:0009636)	1/142	0.8046462450423759182882577078999020159244537353515625	0.89285131440943732439308178072678856551647186279296875	1.18884254898537	-0.13473772373829077	CDH1
regulation of protein polymerization (GO:0032271)	1/127	0.76796927005928805609613618798903189599514007568359375	0.88460714484206437457913807520526461303234100341796875	1.1008397114512314	-0.13497575872364168	BAIAP2L1
innate immune response-activating signal transduction (GO:0002758)	1/144	0.8090794681894772910624169526272453367710113525390625	0.8937715283340328387140516497311182320117950439453125	1.203984838128956	-0.13521363477612497	S100A14
glucose homeostasis (GO:0042593)	1/143	0.80687549887878884380398858411354012787342071533203125	0.8933264451872304778845546024967916309833526611328125	1.2036339882237577	-0.1357737712614524	FOXA1
carbohydrate homeostasis (GO:0033500)	1/143	0.80687549887878884380398858411354012787342071533203125	0.8933264451872304778845546024967916309833526611328125	1.2061855449614431	-0.13606159503865758	FOXA1
pattern recognition receptor signaling pathway (GO:0002221)	1/142	0.8046462450423759182882577078999020159244537353515625	0.89285131440943732439308178072678856551647186279296875	1.2014032069092921	-0.13616128858190188	S100A14
regulation of dephosphorylation (GO:0035303)	1/126	0.76529394936392503012712040799669921398162841796875	0.88460714484206437457913807520526461303234100341796875	1.1108020923613446	-0.13619726255208167	CAMSAP3
cell cycle arrest (GO:0007050)	1/140	0.8001107273922547502564839305705390870571136474609375	0.891702342113273704882203674060292541980743408203125	1.1889376110780534	-0.1362794760374919	IRF6
cell cycle G2/M phase transition (GO:0044839)	1/139	0.79780387725175316848691409177263267338275909423828125	0.89057176995544551356687179577420465648174285888671875	1.1799623916349593	-0.13674771107399006	TPD52L1
ribonucleoprotein complex subunit organization (GO:0071826)	1/145	0.81125843798864949452109840422053821384906768798828125	0.8941870783163781144509130172082222998142242431640625	1.2240454197181783	-0.13689756513991597	GRB7
G2/M transition of mitotic cell cycle (GO:0000086)	1/139	0.79780387725175316848691409177263267338275909423828125	0.89057176995544551356687179577420465648174285888671875	1.1824303289035376	-0.13703372423419313	TPD52L1
negative regulation of cellular catabolic process (GO:0031330)	1/145	0.81125843798864949452109840422053821384906768798828125	0.8941870783163781144509130172082222998142242431640625	1.225615863986443	-0.13707320404436354	PTPN3
ribonucleoprotein complex assembly (GO:0022618)	1/138	0.795470569785457382039339790935628116130828857421875	0.89057176995544551356687179577420465648174285888671875	1.1896904852873122	-0.13787511526034674	GRB7
negative regulation of neuron apoptotic process (GO:0043524)	1/133	0.78339649811849454419387939196894876658916473388671875	0.88713393394240480649415303560090251266956329345703125	1.1553952768256108	-0.13836934288437264	ERBB3
regulation of transmembrane transporter activity (GO:0022898)	1/141	0.80239141837563676684652591575286351144313812255859375	0.891702342113273704882203674060292541980743408203125	1.212620819131775	-0.13899411400871528	PTPN3
lipid modification (GO:0030258)	1/134	0.785866684293604844668834630283527076244354248046875	0.88790404421327562278776213133824057877063751220703125	1.1750159729668608	-0.1396995292243976	FA2H
negative regulation of cell activation (GO:0050866)	1/135	0.7883088708416179368754228562465868890285491943359375	0.88931281259463801358577939026872627437114715576171875	1.1909241445272265	-0.139702827773298	ERBB2
positive regulation of neuron projection development (GO:0010976)	1/144	0.8090794681894772910624169526272453367710113525390625	0.8937715283340328387140516497311182320117950439453125	1.2458471376070241	-0.13991498440550462	COBL
sulfur compound biosynthetic process (GO:0044272)	1/145	0.81125843798864949452109840422053821384906768798828125	0.8941870783163781144509130172082222998142242431640625	1.2514628160017398	-0.13996393402887428	B3GNT3
sodium ion transport (GO:0006814)	1/141	0.80239141837563676684652591575286351144313812255859375	0.891702342113273704882203674060292541980743408203125	1.2217872714257751	-0.14004479934670902	SCNN1A
regulation of protein binding (GO:0043393)	1/128	0.7706142808118487952384612071909941732883453369140625	0.88460714484206437457913807520526461303234100341796875	1.1422639047135834	-0.14005484685694475	SLPI
negative regulation of multi-organism process (GO:0043901)	1/133	0.78339649811849454419387939196894876658916473388671875	0.88713393394240480649415303560090251266956329345703125	1.1696775776447577	-0.14007978139737393	SLPI
regulation of ion transmembrane transporter activity (GO:0032412)	1/137	0.79311050345764388946889766884851269423961639404296875	0.8900063568212475129115546224056743085384368896484375	1.2025319674002424	-0.14012705028209438	PTPN3
regulation of intrinsic apoptotic signaling pathway (GO:2001242)	1/126	0.76529394936392503012712040799669921398162841796875	0.88460714484206437457913807520526461303234100341796875	1.143911596209457	-0.14025687300796802	MUC1
negative regulation of secretion by cell (GO:1903531)	1/135	0.7883088708416179368754228562465868890285491943359375	0.88931281259463801358577939026872627437114715576171875	1.1976798740417374	-0.14049531696850479	F2RL1
regulation of protein stability (GO:0031647)	1/138	0.795470569785457382039339790935628116130828857421875	0.89057176995544551356687179577420465648174285888671875	1.2129107845531952	-0.14056615253202012	TSPAN1
regulation of response to DNA damage stimulus (GO:2001020)	1/124	0.7598509935159720729558330276631750166416168212890625	0.88263721963447816509784615846001543104648590087890625	1.1279667339755044	-0.1408165092386392	MUC1
positive regulation of endopeptidase activity (GO:0010950)	1/128	0.7706142808118487952384612071909941732883453369140625	0.88460714484206437457913807520526461303234100341796875	1.151889218314669	-0.14123502231095958	PERP
activation of MAPK activity (GO:0000187)	1/133	0.78339649811849454419387939196894876658916473388671875	0.88713393394240480649415303560090251266956329345703125	1.1807654887393157	-0.14140766199623664	EFNA1
vesicle organization (GO:0016050)	1/126	0.76529394936392503012712040799669921398162841796875	0.88460714484206437457913807520526461303234100341796875	1.1545831292873086	-0.14156532714433684	RAB20
cellular lipid catabolic process (GO:0044242)	1/131	0.77837084735450867700734534082585014402866363525390625	0.88616359668210320510439714780659414827823638916015625	1.1716529918924883	-0.14159859807793596	SMPDL3B
tissue homeostasis (GO:0001894)	1/129	0.77322932294259028029870250975363887846469879150390625	0.88460714484206437457913807520526461303234100341796875	1.1559250086097448	-0.14172985716426376	CDH3
cell division (GO:0051301)	1/131	0.77837084735450867700734534082585014402866363525390625	0.88616359668210320510439714780659414827823638916015625	1.174831936290902	-0.14198278526757135	LLGL2
calcium ion transmembrane transport (GO:0070588)	1/128	0.7706142808118487952384612071909941732883453369140625	0.88460714484206437457913807520526461303234100341796875	1.1585205587427376	-0.14204810181410849	ATP2C2
positive regulation of peptidase activity (GO:0010952)	1/139	0.79780387725175316848691409177263267338275909423828125	0.89057176995544551356687179577420465648174285888671875	1.2273636764582176	-0.1422411210737489	PERP
inorganic anion transport (GO:0015698)	1/127	0.76796927005928805609613618798903189599514007568359375	0.88460714484206437457913807520526461303234100341796875	1.1686966950211766	-0.1432958145381042	FXYD3
positive regulation of response to wounding (GO:1903036)	1/130	0.77581473388366528620707640584441833198070526123046875	0.88460714484206437457913807520526461303234100341796875	1.172943426605316	-0.14381651324810005	MAPK13
positive regulation of NF-kappaB transcription factor activity (GO:0051092)	1/126	0.76529394936392503012712040799669921398162841796875	0.88460714484206437457913807520526461303234100341796875	1.1738417927393259	-0.14392666339011279	PRKCZ
potassium ion transmembrane transport (GO:0071805)	1/129	0.77322932294259028029870250975363887846469879150390625	0.88460714484206437457913807520526461303234100341796875	1.1810659921431765	-0.14481243430259208	KCNK1
cellular potassium ion transport (GO:0071804)	1/129	0.77322932294259028029870250975363887846469879150390625	0.88460714484206437457913807520526461303234100341796875	1.1862075784105945	-0.14544285260987946	KCNK1
regulation of lipase activity (GO:0060191)	1/122	0.7542826048827293572429653067956678569316864013671875	0.87891348164878724258386455403524450957775115966796875	1.131430901862892	-0.14603244496548984	PRKCZ
toll-like receptor signaling pathway (GO:0002224)	1/122	0.7542826048827293572429653067956678569316864013671875	0.87891348164878724258386455403524450957775115966796875	1.1389068913254479	-0.146997362061139	S100A14
negative regulation of protein transport (GO:0051224)	1/122	0.7542826048827293572429653067956678569316864013671875	0.87891348164878724258386455403524450957775115966796875	1.14320183028785	-0.14755170474050583	F2RL1
neuron development (GO:0048666)	1/121	0.75145047821761934425666140668909065425395965576171875	0.87891348164878724258386455403524450957775115966796875	1.143261158540419	-0.14755936216771942	ATP8B1
response to temperature stimulus (GO:0009266)	1/122	0.7542826048827293572429653067956678569316864013671875	0.87891348164878724258386455403524450957775115966796875	1.1494286954258128	-0.14835539884066687	SLC52A3
cellular response to extracellular stimulus (GO:0031668)	1/119	0.74568853440371951624143775916309095919132232666015625	0.87644908309062763418495478617842309176921844482421875	1.1375108847258406	-0.1500111446963587	DSC2
negative regulation of leukocyte activation (GO:0002695)	1/120	0.748585911139936666103267270955257117748260498046875	0.87741903269920218377819765009917318820953369140625	1.149770377847397	-0.15035616025040155	ERBB2
kidney development (GO:0001822)	1/122	0.7542826048827293572429653067956678569316864013671875	0.87891348164878724258386455403524450957775115966796875	1.1670728758737399	-0.15063271229037087	OVOL1
